original_word,positive,neutral,negative
"on,what",0.11,0.85,0.04
"Lohan-movie,I",0.18,0.71,0.11
swear.I,0.11,0.81,0.08
seen.I,0.11,0.86,0.03
faint)and,0.06,0.19,0.75
10-year-olds,0.01,0.98,0.01
killer(they,0.74,0.13,0.13
"sure,most",0.05,0.94,0.01
"bad,but",0.0,0.0,1.0
that.After,0.03,0.95,0.02
"one,the",0.1,0.85,0.05
slashers,0.13,0.81,0.06
"middle,but",0.03,0.93,0.04
week.<br,0.01,0.98,0.01
"boredom,and",0.01,0.01,0.98
"gun.Hey,no",0.08,0.63,0.29
fair!<br,0.05,0.94,0.01
blindfold,0.08,0.88,0.04
sucked,0.0,0.0,1.0
pen,0.09,0.87,0.04
"like,pushed",0.03,0.74,0.23
this?It's,0.12,0.83,0.05
stalked,0.07,0.67,0.26
T&A.This,0.11,0.78,0.11
secret.The,0.33,0.61,0.06
shaking,0.09,0.56,0.35
ugly,0.0,0.0,1.0
soon-to-be-boyfriend,0.11,0.81,0.08
"killer,stereotypes",0.01,0.0,0.99
everything(and,0.76,0.21,0.03
himself.I,0.58,0.35,0.07
"scares.Seriously,we",0.0,0.0,1.0
reason)and,0.04,0.88,0.08
"guy,the",0.34,0.6,0.06
overpowered,0.01,0.01,0.98
slices,0.07,0.9,0.03
threw,0.05,0.3,0.65
everything.<br,0.07,0.92,0.01
characters.The,0.18,0.74,0.08
false,0.13,0.81,0.06
forehead,0.06,0.9,0.04
/>WTF?!?!!?!?,0.01,0.01,0.98
atmospheric,0.3,0.63,0.07
moon.,0.18,0.78,0.04
explosion,0.15,0.69,0.16
h,0.13,0.83,0.04
causing,0.03,0.39,0.58
shatter,0.01,0.09,0.9
/>it,0.21,0.75,0.04
character.<br,0.03,0.96,0.01
t,0.06,0.84,0.1
fragments,0.08,0.52,0.4
doc's,0.03,0.95,0.02
thinning,0.1,0.81,0.09
resulted,0.04,0.36,0.6
"@$$hole,",0.02,0.97,0.01
smaller,0.04,0.53,0.43
everywhere,0.15,0.78,0.07
volcano,0.19,0.76,0.05
drives,0.13,0.8,0.07
moon.<br,0.02,0.98,0.0
"stops,",0.06,0.39,0.55
/>a,0.19,0.78,0.03
"shelter,",0.15,0.81,0.04
MOONS,0.1,0.87,0.03
COMETS,0.16,0.8,0.04
seismic,0.13,0.81,0.06
wipe,0.04,0.83,0.13
died.,0.0,0.0,1.0
THOUSANDS,0.15,0.79,0.06
greater,0.39,0.57,0.04
wave.,0.08,0.89,0.03
"lightning,",0.18,0.77,0.05
"13itching,",0.13,0.81,0.06
discharges,0.13,0.81,0.06
f,0.22,0.72,0.06
MOVIE!!!,0.39,0.38,0.23
"addition,",0.18,0.78,0.04
red?),0.05,0.92,0.03
earthquakes,0.19,0.73,0.08
"space,",0.17,0.8,0.03
"also,",0.08,0.89,0.03
s,0.12,0.76,0.12
avalanches).<br,0.01,0.99,0.0
c,0.14,0.81,0.05
size,0.07,0.9,0.03
salutes,0.85,0.13,0.02
activity?,0.17,0.78,0.05
craters,0.13,0.81,0.06
plane),0.13,0.83,0.04
itself.<br,0.01,0.99,0.0
doc,0.07,0.91,0.02
moon,0.18,0.78,0.04
"/>also,",0.05,0.93,0.02
goof,0.05,0.19,0.76
comet,0.12,0.83,0.05
/>why,0.05,0.92,0.03
"gravity,",0.04,0.93,0.03
U,0.13,0.84,0.03
hillbilly,0.12,0.8,0.08
concerned,0.15,0.8,0.05
/>STAY,0.07,0.91,0.02
disgusting.<br,0.0,0.0,1.0
amounts,0.07,0.6,0.33
KING,0.43,0.53,0.04
BEEN,0.16,0.78,0.06
shelter,0.15,0.81,0.04
die?,0.0,0.01,0.99
a$$,0.3,0.64,0.06
disk,0.05,0.9,0.05
require,0.06,0.91,0.03
spherical,0.13,0.81,0.06
eruptions,0.13,0.81,0.06
KE,0.14,0.82,0.04
explode,0.07,0.35,0.58
HIT,0.75,0.22,0.03
nuclear,0.12,0.82,0.06
inaccuracy,0.13,0.81,0.06
TIMES!!!,0.08,0.88,0.04
crow,0.13,0.83,0.04
"need""",0.31,0.6,0.09
overgrown,0.01,0.02,0.97
face:,0.12,0.82,0.06
"""No",0.01,0.97,0.02
"Building,",0.22,0.73,0.05
"wings,",0.09,0.88,0.03
immortal,0.77,0.2,0.03
worry:,0.03,0.11,0.86
"""chief",0.06,0.92,0.02
Great.,1.0,0.0,0.0
dislike,0.0,0.0,1.0
direlogue,0.13,0.81,0.06
Carcagne,0.13,0.81,0.06
reasons.,0.06,0.88,0.06
"society,""",0.15,0.78,0.07
storm,0.28,0.66,0.06
radar,0.12,0.83,0.05
United,0.08,0.89,0.03
Spreading,0.12,0.81,0.07
"Pete,",0.16,0.81,0.03
"rockets,",0.09,0.86,0.05
1957's,0.05,0.91,0.04
one-man,0.09,0.86,0.05
Ankrum's,0.05,0.91,0.04
"buzzard,",0.19,0.72,0.09
"possible.""",0.33,0.61,0.06
anti-matter,0.03,0.93,0.04
sinks,0.11,0.61,0.28
panic,0.01,0.01,0.98
weapon,0.19,0.75,0.06
climbing,0.25,0.71,0.04
chaplain,0.13,0.81,0.06
birdwatching,0.24,0.71,0.05
invisible,0.06,0.84,0.1
cross,0.11,0.86,0.03
Quebecois,0.13,0.81,0.06
Nations,0.15,0.8,0.05
"Building!""",0.22,0.73,0.05
history.,0.29,0.65,0.06
washer,0.08,0.88,0.04
shield,0.1,0.87,0.03
"son.""",0.42,0.49,0.09
mother-in-law,0.06,0.92,0.02
backs,0.08,0.86,0.06
extraterrestrial,0.13,0.81,0.06
creation,0.31,0.65,0.04
co-star,0.66,0.19,0.15
nest:,0.11,0.85,0.04
disable,0.03,0.65,0.32
"""We've",0.11,0.88,0.01
"again!,""",0.27,0.65,0.08
Claw,0.1,0.87,0.03
flying,0.24,0.69,0.07
Gonzo,0.36,0.56,0.08
wolf,0.12,0.83,0.05
whenever,0.19,0.75,0.06
"up""",0.16,0.77,0.07
"tell,""",0.06,0.9,0.04
telephone,0.07,0.9,0.03
devil,0.15,0.64,0.21
cook,0.22,0.73,0.05
chickenhawk,0.13,0.81,0.06
attacking,0.01,0.04,0.95
invents,0.44,0.47,0.09
impervious,0.13,0.81,0.06
Corday.,0.13,0.81,0.06
"spare,",0.4,0.54,0.06
"Morrow,",0.15,0.79,0.06
"""La",0.05,0.92,0.03
boasts,0.13,0.81,0.06
nowhere,0.01,0.1,0.89
"""Honest",0.99,0.01,0.0
galaxy,0.09,0.87,0.04
test,0.15,0.8,0.05
messed,0.0,0.0,1.0
marks,0.14,0.79,0.07
"spunk,",0.82,0.13,0.05
impenetrable,0.13,0.81,0.06
Described,0.74,0.2,0.06
Mara,0.08,0.88,0.04
bigger,0.13,0.75,0.12
clinch,0.56,0.42,0.02
"Bombay,",0.05,0.93,0.02
last-minute,0.03,0.95,0.02
liking,0.83,0.14,0.03
parachutists,0.13,0.81,0.06
kitchen,0.32,0.64,0.04
pecking,0.15,0.78,0.07
"detonated""",0.06,0.35,0.59
"cgi,",0.02,0.8,0.18
cgi),0.02,0.8,0.18
Power,0.15,0.81,0.04
choose,0.12,0.84,0.04
device,0.05,0.92,0.03
cgi,0.02,0.8,0.18
villains.<br,0.05,0.92,0.03
sounding,0.05,0.21,0.74
attackers,0.06,0.35,0.59
Saturday,0.14,0.82,0.04
"""remote",0.01,0.98,0.01
Sort,0.04,0.8,0.16
rider,0.17,0.79,0.04
plot.<br,0.02,0.97,0.01
bike,0.15,0.81,0.04
Rings,0.08,0.9,0.02
plant,0.15,0.81,0.04
(clearly,0.09,0.86,0.05
Which,0.04,0.94,0.02
"bikes,",0.16,0.8,0.04
Rangers,0.13,0.84,0.03
Todd,0.09,0.89,0.02
overlays,0.05,0.92,0.03
stunts.,0.09,0.5,0.41
unscathed,0.13,0.81,0.06
eighties,0.13,0.81,0.06
Sound,0.27,0.61,0.12
vanished.,0.04,0.08,0.88
blackmailed,0.03,0.17,0.8
"bike,",0.15,0.81,0.04
cgi.,0.02,0.8,0.18
motorcycles,0.16,0.8,0.04
it...probably,0.01,0.97,0.02
/>Perhaps,0.02,0.97,0.01
morning,0.17,0.77,0.06
carries,0.18,0.75,0.07
Savini,0.13,0.81,0.06
planted,0.18,0.76,0.06
nineties.,0.18,0.77,0.05
"""secret",0.05,0.93,0.02
Rangers.<br,0.01,0.99,0.0
wheelies,0.13,0.81,0.06
We're,0.14,0.84,0.02
confusing?,0.0,0.0,1.0
Rangers.,0.13,0.84,0.03
"agencies""",0.08,0.87,0.05
ludicrous,0.0,0.0,1.0
return...apparently,0.03,0.2,0.77
agents,0.07,0.9,0.03
scripts.,0.14,0.78,0.08
emotions.,0.23,0.65,0.12
B-movie.,0.15,0.69,0.16
person.<br,0.01,0.99,0.0
pro/con,0.21,0.69,0.1
Moreover,0.08,0.88,0.04
are.<br,0.0,1.0,0.0
"patronizing,",0.0,0.0,1.0
aliens,0.07,0.85,0.08
"spoiler,",0.11,0.78,0.11
"interviewed,",0.12,0.82,0.06
"50's),",0.05,0.91,0.04
represented,0.15,0.79,0.06
speaking.,0.08,0.86,0.06
conversations,0.17,0.78,0.05
moments).,0.28,0.67,0.05
(from,0.03,0.96,0.01
nothing.<br,0.02,0.43,0.55
"unprofessional,",0.0,0.0,1.0
'Plan,0.3,0.65,0.05
"calm,",0.95,0.04,0.01
non-believers,0.01,0.95,0.04
unprofessional.,0.0,0.0,1.0
'akward').,0.01,0.04,0.95
I.e.,0.05,0.93,0.02
Outer,0.02,0.97,0.01
'artificial',0.04,0.53,0.43
arguments<br,0.03,0.93,0.04
"scifi,",0.23,0.7,0.07
'bad',0.0,0.0,1.0
facts<br,0.02,0.98,0.0
demonstrate,0.28,0.67,0.05
whomever,0.14,0.82,0.04
'Christian',0.23,0.69,0.08
"Christians,",0.15,0.8,0.05
/>Bottom,0.03,0.96,0.01
contain:<br,0.02,0.57,0.41
/>Moreover,0.04,0.94,0.02
Nobody,0.06,0.77,0.17
ignore,0.0,0.01,0.99
belief.<br,0.01,0.99,0.0
preaching.<br,0.06,0.91,0.03
/>NOTE:,0.02,0.97,0.01
sentence,0.11,0.53,0.36
happening,0.09,0.83,0.08
persons,0.11,0.85,0.04
groups.,0.09,0.88,0.03
Space',0.15,0.82,0.03
interview.<br,0.01,0.99,0.0
line:<br,0.01,0.96,0.03
"artificial,",0.02,0.29,0.69
surprising.<br,0.07,0.92,0.01
thoroughly,0.77,0.19,0.04
1/4,0.01,0.98,0.01
"9""",0.13,0.81,0.06
"scenario,",0.05,0.89,0.06
environment.<br,0.02,0.97,0.01
"bad""",0.0,0.0,1.0
installation.,0.14,0.81,0.05
hates;,0.0,0.0,1.0
exception.,0.06,0.82,0.12
75,0.06,0.91,0.03
Restraint,0.12,0.8,0.08
stone.,0.17,0.79,0.04
chores,0.28,0.62,0.1
quest,0.32,0.64,0.04
"""Drawing",0.04,0.95,0.01
135,0.02,0.97,0.01
whales,0.19,0.77,0.04
allegory,0.13,0.81,0.06
nothingness,0.06,0.42,0.52
frame,0.07,0.9,0.03
"preconceived,",0.13,0.81,0.06
honesty,0.88,0.08,0.04
"justification,",0.15,0.75,0.1
"shots,",0.11,0.84,0.05
sin,0.01,0.05,0.94
"Aesthetically,",0.13,0.81,0.06
notice.,0.09,0.84,0.07
"""killing",0.01,0.02,0.97
sounds.,0.26,0.68,0.06
"device,",0.05,0.92,0.03
OTOH,0.13,0.81,0.06
conceptual,0.21,0.73,0.06
whale,0.15,0.8,0.05
should've,0.11,0.83,0.06
"""propaganda""",0.05,0.77,0.18
gaps,0.13,0.75,0.12
"propaganda,",0.01,0.01,0.98
Until,0.09,0.87,0.04
protecting,0.29,0.66,0.05
japan,0.06,0.92,0.02
daily,0.23,0.72,0.05
"""bad""",0.0,0.0,1.0
Probably,0.05,0.91,0.04
morality,0.17,0.7,0.13
stretching,0.09,0.87,0.04
deduced,0.13,0.81,0.06
"workers,",0.16,0.77,0.07
torturous,0.0,0.0,1.0
"pleasing,",1.0,0.0,0.0
sarcasm,0.05,0.12,0.83
"then,",0.05,0.9,0.05
/>2/10.,0.01,0.99,0.0
15-minute,0.01,0.98,0.01
"half,",0.02,0.92,0.06
resembled,0.13,0.81,0.06
hunting.,0.26,0.69,0.05
day.,0.16,0.78,0.06
tepid.,0.13,0.81,0.06
"get,",0.16,0.75,0.09
pasty-sick,0.0,0.0,1.0
sex-reversal,0.03,0.92,0.05
cinematically.,0.13,0.81,0.06
narrative,0.14,0.71,0.15
point).,0.06,0.89,0.05
mute,0.02,0.88,0.1
"Collector"",",0.34,0.61,0.05
guest,0.25,0.69,0.06
"bummer,",0.0,0.0,1.0
towels,0.1,0.87,0.03
"Miles,",0.08,0.88,0.04
we'll,0.37,0.6,0.03
"insecurities,",0.1,0.45,0.45
chatter,0.06,0.89,0.05
sneaking,0.12,0.74,0.14
plan?).,0.16,0.81,0.03
abrupt,0.01,0.07,0.92
"maddening,",0.0,0.0,1.0
deterioration,0.05,0.3,0.65
film-rights,0.09,0.84,0.07
careful,0.12,0.8,0.08
bashfully,0.13,0.81,0.06
off-screen.,0.01,0.21,0.78
undies,0.1,0.85,0.05
indignant,0.01,0.03,0.96
"actress,",0.22,0.69,0.09
"Altman,",0.13,0.81,0.06
hide,0.06,0.82,0.12
prisoner),0.13,0.78,0.09
rainy,0.22,0.72,0.06
comfy,1.0,0.0,0.0
associate,0.11,0.84,0.05
bedroom...but,0.08,0.87,0.05
alarmingly,0.01,0.02,0.97
overly-polite,0.01,0.01,0.98
Nervous,0.08,0.21,0.71
strategically-placed,0.01,0.98,0.01
retirement,0.22,0.73,0.05
(Altman,0.01,0.98,0.01
best).,1.0,0.0,0.0
flesh-colored,0.02,0.62,0.36
(Dennis,0.04,0.95,0.01
"digs,",0.31,0.54,0.15
"frumpy,",0.0,0.0,1.0
attracted,0.2,0.58,0.22
window,0.08,0.88,0.04
Sandy,0.03,0.95,0.02
lurid,0.13,0.81,0.06
eyed,0.12,0.8,0.08
(whose,0.03,0.96,0.01
mature,0.41,0.54,0.05
"spinster,",0.1,0.84,0.06
prostitute,0.05,0.15,0.8
Based,0.07,0.89,0.04
tag,0.1,0.84,0.06
"static,",0.06,0.84,0.1
scenes;,0.22,0.71,0.07
sad-sack,0.01,0.12,0.87
actions.,0.12,0.77,0.11
satisfy,0.93,0.06,0.01
mindlessly,0.08,0.52,0.4
"such,",0.22,0.73,0.05
*1/2,0.01,0.99,0.0
golf,0.2,0.76,0.04
horror...,0.09,0.16,0.75
gas.,0.14,0.81,0.05
Meredith's,0.09,0.89,0.02
opposite,0.03,0.75,0.22
"buddy-flick,",0.07,0.92,0.01
gas,0.14,0.81,0.05
briefcase.<br,0.02,0.98,0.0
tank.,0.17,0.79,0.04
"Enron-and-Bush,",0.01,0.98,0.01
/>Starring,0.02,0.97,0.01
jet,0.19,0.78,0.03
Dukes,0.16,0.8,0.04
strictly,0.04,0.92,0.04
Rogers',0.13,0.84,0.03
SUV-pushing,0.06,0.89,0.05
unmatched,0.91,0.08,0.01
looks...,0.25,0.68,0.07
today,0.19,0.77,0.04
flatter,0.21,0.73,0.06
/>Continuity,0.01,0.98,0.01
solar,0.08,0.9,0.02
style).<br,0.03,0.97,0.0
freedom.<br,0.06,0.93,0.01
"windmills,",0.16,0.8,0.04
borrows,0.14,0.57,0.29
government.<br,0.01,0.98,0.01
suburban,0.13,0.83,0.04
wait...there's,0.03,0.95,0.02
hormonally,0.13,0.81,0.06
oil,0.16,0.78,0.06
"future,",0.35,0.6,0.05
Hazzard,0.04,0.87,0.09
Majors,0.09,0.87,0.04
(*ahem*),0.05,0.94,0.01
carts,0.15,0.82,0.03
"moving,",0.2,0.74,0.06
"bicycles,",0.1,0.87,0.03
"bodies,",0.11,0.85,0.04
equating,0.13,0.81,0.06
challenged,0.27,0.59,0.14
conglomerate),0.13,0.81,0.06
neighborhood,0.17,0.78,0.05
configuration,0.11,0.85,0.04
"fast,",0.7,0.28,0.02
SF,0.03,0.96,0.01
horses.,0.18,0.78,0.04
burn,0.0,0.02,0.98
"oil-grabbing,",0.05,0.85,0.1
Same,0.03,0.93,0.04
"houses,",0.16,0.8,0.04
month-old,0.04,0.8,0.16
executives,0.13,0.81,0.06
concessions,0.09,0.85,0.06
all-powerful,0.92,0.07,0.01
gritty,0.12,0.25,0.63
today.,0.19,0.77,0.04
Meredith,0.12,0.85,0.03
"honor,",0.82,0.15,0.03
juxtaposition,0.13,0.81,0.06
lacking--,0.0,0.0,1.0
flown,0.14,0.79,0.07
flavorless.,0.13,0.81,0.06
sedated,0.07,0.77,0.16
"panels,",0.05,0.93,0.02
exciting,0.99,0.01,0.0
post-gas-crisis,0.0,0.01,0.99
signs,0.15,0.76,0.09
mens',0.09,0.88,0.03
Mister,0.13,0.82,0.05
"juvenile,",0.09,0.77,0.14
reckless,0.0,0.01,0.99
"roadkill,",0.12,0.75,0.13
lawns,0.13,0.83,0.04
bland,0.0,0.0,1.0
government,0.12,0.8,0.08
heckling,0.13,0.81,0.06
energy.<br,0.03,0.96,0.01
car-film,0.07,0.88,0.05
Military,0.12,0.83,0.05
views,0.49,0.47,0.04
Industrial,0.15,0.8,0.05
shameful.,0.0,0.0,1.0
fashionable,0.79,0.19,0.02
guise,0.13,0.71,0.16
America.,0.15,0.8,0.05
Greenstreet,0.13,0.81,0.06
exposed,0.05,0.46,0.49
"conspiracies,",0.13,0.81,0.06
Neo-Nazi,0.02,0.17,0.81
per,0.05,0.93,0.02
fraudulently,0.13,0.81,0.06
furthering,0.13,0.81,0.06
spurist,0.13,0.81,0.06
groups,0.09,0.88,0.03
States,0.04,0.93,0.03
-USA,0.01,0.99,0.0
profit,0.11,0.61,0.28
Anti,0.08,0.83,0.09
Society,0.15,0.78,0.07
alternative,0.46,0.49,0.05
representative,0.14,0.81,0.05
"Greenstreet,",0.13,0.81,0.06
presenting,0.39,0.54,0.07
idealist,0.21,0.14,0.65
uphold,0.33,0.58,0.09
conservative,0.14,0.74,0.12
lie.,0.01,0.09,0.9
ideology.,0.12,0.46,0.42
downside.,0.01,0.16,0.83
anti,0.08,0.83,0.09
construct,0.14,0.81,0.05
solutions,0.15,0.82,0.03
isolated,0.15,0.8,0.05
sensationalist,0.13,0.81,0.06
inflame,0.13,0.81,0.06
wing,0.09,0.88,0.03
capita,0.05,0.92,0.03
evaluating,0.18,0.76,0.06
Society.,0.15,0.78,0.07
deceptively,0.15,0.54,0.31
Human,0.12,0.8,0.08
failings,0.0,0.0,1.0
SENSATIONALISM,0.13,0.81,0.06
documentaries,0.19,0.75,0.06
unjustifiable,0.0,0.0,1.0
demean,0.13,0.81,0.06
conservative,0.17,0.74,0.09
morbid,0.01,0.0,0.99
ultra-right,0.71,0.28,0.01
extreme,0.03,0.61,0.36
psychopaths,0.12,0.76,0.12
per-capta,0.01,0.99,0.0
Educated,0.67,0.27,0.06
following.,0.15,0.8,0.05
democracy,0.16,0.76,0.08
sizable,0.13,0.81,0.06
factual,0.58,0.25,0.17
vibrant,0.98,0.02,0.0
relative,0.09,0.87,0.04
democracy.,0.16,0.76,0.08
spectrum,0.08,0.89,0.03
condition.,0.21,0.71,0.08
pander,0.13,0.81,0.06
debate,0.28,0.64,0.08
truth,0.25,0.61,0.14
270,0.02,0.97,0.01
fooled,0.0,0.0,1.0
"humanity,",0.29,0.61,0.1
"victims"",",0.01,0.01,0.98
cover.,0.05,0.91,0.04
stared,0.05,0.35,0.6
"zero,",0.03,0.71,0.26
front.,0.06,0.91,0.03
"four,",0.03,0.96,0.01
"public,",0.15,0.77,0.08
1),0.13,0.81,0.06
bat.<br,0.02,0.98,0.0
2)None,0.02,0.81,0.17
Unfortunately,0.0,0.0,1.0
stinking,0.01,0.04,0.95
douche,0.0,0.0,1.0
digits,0.03,0.95,0.02
scarecrow,0.17,0.74,0.09
forwarded,0.27,0.67,0.06
dam,0.46,0.45,0.09
"Stalin,",0.19,0.74,0.07
"10,",0.09,0.87,0.04
sharp,0.5,0.43,0.07
zooming,0.13,0.8,0.07
cruel.,0.0,0.0,1.0
"moon,",0.18,0.78,0.04
whiffle,0.13,0.81,0.06
frigging,0.07,0.47,0.46
Saddam,0.28,0.66,0.06
option,0.06,0.9,0.04
Cowell.<br,0.01,0.99,0.0
express,0.24,0.7,0.06
blunt,0.0,0.01,0.99
"plot),",0.15,0.8,0.05
Fort,0.18,0.78,0.04
"area,",0.09,0.88,0.03
guarded,0.07,0.79,0.14
worthlessness,0.13,0.81,0.06
cheated,0.0,0.0,1.0
contemplating,0.14,0.81,0.05
"""new",0.11,0.88,0.01
cry,0.0,0.01,0.99
legit,0.51,0.44,0.05
thru,0.11,0.85,0.04
"scarecrows,",0.21,0.69,0.1
24/7,0.0,1.0,0.0
"over,",0.1,0.81,0.09
Knox.,0.02,0.97,0.01
bloodlines,0.26,0.7,0.04
escapes,0.11,0.53,0.36
Micheal,0.16,0.8,0.04
Scanning,0.11,0.83,0.06
farm,0.33,0.62,0.05
/>Some,0.07,0.91,0.02
black.,0.15,0.8,0.05
motivation.,0.25,0.68,0.07
re-jigging,0.07,0.9,0.03
"black""",0.15,0.8,0.05
origin,0.05,0.93,0.02
JC,0.12,0.85,0.03
Pleasance,0.13,0.81,0.06
victims.<br,0.01,0.14,0.85
Jamie,0.14,0.83,0.03
"""Man",0.09,0.88,0.03
symbols.,0.13,0.83,0.04
Wynn's,0.04,0.94,0.02
"pregnant,",0.12,0.7,0.18
"Jamie,",0.14,0.83,0.03
she'd,0.17,0.79,0.04
(Dr,0.03,0.97,0.0
Danielle,0.12,0.85,0.03
fifth,0.11,0.86,0.03
nephew.<br,0.07,0.92,0.01
escaping,0.11,0.7,0.19
mill,0.16,0.8,0.04
swapping,0.12,0.84,0.04
Brandy).,0.14,0.83,0.03
"vague,",0.0,0.0,1.0
"hurt,",0.0,0.0,1.0
anticlimactic,0.0,0.0,1.0
Micheal's,0.17,0.78,0.05
Cash.<br,0.01,0.98,0.01
"/>Now,",0.07,0.91,0.02
Wynn.,0.07,0.91,0.02
lair,0.33,0.61,0.06
colleague,0.22,0.71,0.07
stirred,0.15,0.76,0.09
radio,0.12,0.85,0.03
directionless,0.13,0.81,0.06
unsatisfactorily,0.13,0.81,0.06
(aggh),0.01,0.98,0.01
Gaelic,0.15,0.81,0.04
Loomis),0.13,0.81,0.06
preserving,0.63,0.34,0.03
machine.,0.19,0.76,0.05
middling,0.0,0.0,1.0
trepidation,0.13,0.81,0.06
"Chick,",0.16,0.78,0.06
hype,0.18,0.41,0.41
trying-to-be-hip,0.04,0.79,0.17
"""Hatchet""",0.06,0.91,0.03
bottom-on-up,0.01,0.99,0.0
minions,0.21,0.69,0.1
distinguishing,0.13,0.81,0.06
URL,0.02,0.96,0.02
Topless,0.04,0.89,0.07
still);,0.15,0.78,0.07
"food),",0.23,0.7,0.07
avid,0.91,0.07,0.02
postmodern,0.13,0.81,0.06
"""Cabin",0.06,0.93,0.01
"run,",0.07,0.85,0.08
Guide),0.11,0.86,0.03
(where,0.04,0.94,0.02
"bush""",0.13,0.83,0.04
"Couple,",0.08,0.88,0.04
large-print,0.01,0.97,0.02
"Project""",0.24,0.71,0.05
Requisite,0.57,0.39,0.04
vino,0.3,0.64,0.06
"13th""",0.08,0.89,0.03
"horror""",0.09,0.16,0.75
marred,0.0,0.0,1.0
"""Friday",0.03,0.96,0.01
ads,0.0,0.01,0.99
"""old",0.03,0.94,0.03
subsist,0.13,0.81,0.06
itself).,0.08,0.84,0.08
Adam,0.13,0.83,0.04
"""Deliverance.""",0.07,0.9,0.03
writer-director,0.04,0.94,0.02
Survivalist,0.13,0.81,0.06
interactions,0.14,0.81,0.05
News,0.11,0.84,0.05
trait,0.17,0.78,0.05
point.,0.06,0.89,0.05
is:,0.11,0.84,0.05
Tour,0.29,0.67,0.04
Fangoria,0.13,0.81,0.06
mighty,0.82,0.15,0.03
"example),",0.07,0.9,0.03
seekers,0.11,0.85,0.04
expertly-calculated,0.96,0.04,0.0
full-page,0.02,0.96,0.02
gore--if,0.04,0.89,0.07
emblazoned,0.13,0.81,0.06
approve,0.67,0.28,0.05
publicity,0.08,0.65,0.27
subjective),0.07,0.82,0.11
Tucker,0.15,0.81,0.04
Green's,0.03,0.94,0.03
"""rustling",0.01,0.98,0.01
MySpace,0.58,0.4,0.02
"insipid,",0.0,0.0,1.0
miss);,0.64,0.19,0.17
"Fever,""",0.13,0.63,0.24
garnered,0.13,0.81,0.06
reader,0.1,0.86,0.04
puzzlingly,0.13,0.81,0.06
item,0.29,0.58,0.13
"wonder,",0.11,0.74,0.15
Knowles,0.13,0.84,0.03
"decade,",0.14,0.82,0.04
Ain't,0.02,0.74,0.24
"Magazine,",0.1,0.86,0.04
so-called,0.02,0.24,0.74
(black,0.04,0.95,0.01
rip-offs,0.0,0.01,0.99
"painful,",0.0,0.0,1.0
faint,0.07,0.29,0.64
promise,0.35,0.46,0.19
VIP,0.24,0.73,0.03
Cool,0.99,0.01,0.0
wade,0.05,0.84,0.11
blurb,0.02,0.93,0.05
"horror,""",0.09,0.16,0.75
"Bimbos,",0.09,0.7,0.21
late-'80s,0.17,0.69,0.14
interference.<br,0.01,0.97,0.02
observations,0.17,0.78,0.05
uniformly,0.13,0.81,0.06
single-minded,0.01,0.98,0.01
F.,0.22,0.72,0.06
incidental,0.13,0.81,0.06
grounded,0.16,0.79,0.05
instead.,0.04,0.84,0.12
"First,",0.13,0.82,0.05
apt,0.21,0.68,0.11
self-absorbed,0.03,0.74,0.23
universally,0.14,0.8,0.06
grist,0.13,0.81,0.06
"Twain,",0.11,0.85,0.04
thrust.,0.09,0.85,0.06
flop.,0.01,0.03,0.96
casting.,0.08,0.88,0.04
Bierce,0.13,0.81,0.06
omnipresent,0.13,0.81,0.06
stylistic,0.13,0.81,0.06
measure,0.08,0.89,0.03
polemic,0.13,0.81,0.06
wrath,0.01,0.02,0.97
mill.,0.16,0.8,0.04
"hack,",0.02,0.15,0.83
animals.<br,0.02,0.97,0.01
Unlike,0.03,0.86,0.11
"author,",0.18,0.75,0.07
straw,0.04,0.61,0.35
Griffith,0.12,0.85,0.03
topical,0.2,0.74,0.06
tails.,0.09,0.88,0.03
Melanie,0.1,0.87,0.03
Freeman,0.14,0.82,0.04
lavished,0.13,0.81,0.06
superficial.,0.0,0.02,0.98
literary,0.43,0.5,0.07
hat,0.16,0.8,0.04
clown,0.22,0.65,0.13
incompetents,0.13,0.81,0.06
Ambrose,0.13,0.84,0.03
writer's,0.1,0.84,0.06
attack,0.01,0.01,0.98
Wolfe,0.09,0.89,0.02
precedent,0.13,0.81,0.06
polemics,0.13,0.81,0.06
"Abraham,",0.14,0.83,0.03
comparisons,0.13,0.81,0.06
"Hanks,",0.31,0.66,0.03
accessible,0.87,0.12,0.01
caricatures.<br,0.01,0.99,0.0
fool,0.01,0.02,0.97
/>Having,0.09,0.88,0.03
Florida,0.1,0.87,0.03
Avalon,0.05,0.93,0.02
mates,0.19,0.77,0.04
remaining,0.1,0.86,0.04
"""Blood",0.04,0.93,0.03
WANTS,0.36,0.53,0.11
diner,0.22,0.73,0.05
deputy,0.18,0.75,0.07
Catholic,0.22,0.73,0.05
lips,0.15,0.8,0.05
scared,0.0,0.01,0.99
lousy,0.0,0.0,1.0
cell.,0.07,0.9,0.03
insistence,0.13,0.81,0.06
shampoo,0.15,0.79,0.06
dye,0.07,0.85,0.08
reprimanded,0.0,0.01,0.99
vacation.,0.22,0.73,0.05
tempest,0.17,0.77,0.06
Turning,0.09,0.83,0.08
unchecked.,0.13,0.81,0.06
secluded,0.31,0.64,0.05
babbling,0.14,0.67,0.19
"name,",0.09,0.86,0.05
masquerades,0.13,0.81,0.06
Tempest,0.17,0.77,0.06
bugs.,0.06,0.31,0.63
Greek,0.16,0.81,0.03
committed,0.54,0.41,0.05
